,age,workclass,people_responded,education,educational_level,marital-status,occupation,relationship,race,gender,money_gain,money_loss,hours_per_week,country,comfortability
15540,50,Private,134766,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1
29255,33,Private,144064,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
21917,38,Private,277347,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
12747,19,Self-emp-not-inc,285263,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Mexico,0
19521,39,Local-gov,153976,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
16402,57,State-gov,39380,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
7560,39,Self-emp-not-inc,189922,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
8505,54,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
22606,46,Private,173938,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1
42386,44,Private,299197,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
11848,34,Private,272411,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
40327,49,Private,353824,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
33138,62,Private,244933,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
4756,46,Self-emp-not-inc,24367,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,1
40699,32,Private,303942,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
42822,24,Private,136687,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,0
32148,51,Self-emp-not-inc,323963,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1
7527,33,Private,117983,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,41,United-States,0
31669,34,Private,279015,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,0
3033,49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
235,38,Private,103323,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
11403,80,Private,157778,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,0
9536,57,Private,222477,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,8,United-States,1
35468,51,Federal-gov,106257,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,0
41375,68,Private,201732,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
11161,36,Private,116608,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,4865,0,40,United-States,0
19913,59,Private,159724,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,1
34541,28,Private,37933,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,48,United-States,0
35741,30,Federal-gov,547931,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
20266,62,,141218,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,30,United-States,1
11518,45,Federal-gov,181970,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,0
19005,44,Self-emp-not-inc,22933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
41464,40,Private,225263,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,1
20696,43,Local-gov,143828,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States,1
13739,22,Private,163519,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0
26902,47,State-gov,223944,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
15000,17,Private,152619,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
6760,19,Private,574271,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,0
14200,42,Self-emp-not-inc,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,1
43381,46,Private,199316,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,0
39002,35,State-gov,88215,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,1
25792,45,Local-gov,304973,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,78,United-States,1
35231,35,Private,106347,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
8077,36,Private,100681,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,0
4365,54,Private,194580,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
27740,39,Private,306504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
7665,60,Local-gov,129193,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
34028,42,Self-emp-not-inc,221581,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
8954,47,Private,161676,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
13518,57,Local-gov,190748,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,0
40287,20,,218875,Some-college,10,Never-married,,Other-relative,White,Female,0,0,20,United-States,0
35620,58,State-gov,48433,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
26324,43,Private,245056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,1
24264,32,Private,233838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,0
23853,49,Self-emp-inc,125892,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
10263,53,Private,72257,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
25753,55,Private,120910,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
14233,28,Private,375655,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,0
898,47,Self-emp-inc,116927,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1
7582,33,Private,143653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
31661,38,Private,296999,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,0
24606,51,Private,379797,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
5428,40,Private,194360,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
21096,46,Private,146919,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
20763,23,Private,97472,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39228,45,Private,54260,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,0
3894,39,Private,230356,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
22184,20,Private,203263,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
6926,22,,517995,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,Mexico,0
42232,53,Private,58985,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,0
21987,48,Private,216292,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,0
34016,22,Private,210781,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
15450,42,Private,194636,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
32553,46,Private,149640,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
21708,32,Private,154120,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Trinadad&Tobago,0
24150,51,Private,251841,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,0
32111,45,Local-gov,181758,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
4069,33,Local-gov,242150,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0
30932,51,Private,194908,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
37068,60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
13953,45,Private,81132,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,0
21611,46,Self-emp-not-inc,32825,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
13505,47,Private,114754,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
24189,30,Self-emp-not-inc,48520,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,80,United-States,0
38941,28,Private,62535,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
17084,29,Private,185127,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
3284,22,Private,382199,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
36407,27,Private,305647,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
723,52,Private,117700,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
14603,23,Private,345577,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,0
40622,41,Private,118768,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0
22020,45,Self-emp-not-inc,144086,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
2301,39,State-gov,195148,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
15971,57,Private,158827,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
20622,21,Private,72119,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0
40339,41,Private,413365,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
2495,25,Private,212800,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
21833,61,Federal-gov,512864,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
12874,21,Private,121023,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,9,United-States,0
25157,37,Local-gov,218184,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1
22473,38,Private,374524,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
35783,52,Private,416129,Preschool,1,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,0
22627,69,Private,229418,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
15774,31,Private,415706,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
10542,37,Private,166497,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,0
27814,54,,410114,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
29574,37,Private,131463,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,0
41926,21,Private,204160,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,13,United-States,0
14875,33,Self-emp-not-inc,132565,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
12395,34,Private,190228,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,1
39560,54,Self-emp-inc,98051,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,1
41752,18,Private,157193,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,30,Italy,0
18297,41,,149385,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,30,United-States,0
10493,58,,347692,11th,7,Divorced,,Not-in-family,Black,Male,0,0,15,United-States,0
34092,41,Federal-gov,57924,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
43115,44,Private,249332,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Ecuador,0
21085,23,,190650,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,0
27134,19,Private,278870,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,0
25670,24,Private,153542,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,35,United-States,0
17125,36,State-gov,194630,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
36496,63,Self-emp-not-inc,795830,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,El-Salvador,0
36685,26,Private,263200,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
32171,39,Private,43712,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
24891,33,Private,119164,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
13698,49,Federal-gov,105586,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
32995,34,Private,117444,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
39352,17,Local-gov,340043,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0
28699,20,Private,194102,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,12,United-States,0
22022,65,Private,113323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
37058,29,Federal-gov,116394,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
24553,65,Private,101104,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,10,United-States,1
35729,32,Private,194740,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Greece,0
4095,46,,37672,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,15,United-States,0
33958,43,Private,257028,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Haiti,0
8364,37,Self-emp-not-inc,119929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
37027,52,Private,172962,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
27904,18,Private,179203,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
6559,53,Private,113176,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,2597,0,40,United-States,0
8654,43,Local-gov,209544,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50,United-States,1
11463,31,Federal-gov,203488,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
16698,43,Private,266439,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0
19700,24,,61791,9th,5,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,0
21649,57,Private,113090,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
28008,22,Private,214716,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
17939,71,Private,55965,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,10,United-States,0
30632,22,Private,296158,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39186,29,Private,250679,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
42117,56,Self-emp-inc,35723,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
12860,53,Local-gov,103995,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,54,United-States,0
7971,18,,264924,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,0
13424,37,Private,243425,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,50,Peru,0
5571,24,Private,111450,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0
31314,47,Private,46857,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
33319,53,Private,162381,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
9932,35,,253860,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,20,United-States,0
8809,49,Local-gov,181970,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
3586,39,Private,102953,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,1
15886,33,Private,72338,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Japan,1
17949,47,Private,88564,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,0
31855,24,Local-gov,146343,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
21192,58,Self-emp-inc,204021,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,1
4239,51,Private,154949,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
19493,37,Private,279029,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
5600,53,Private,194995,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Italy,0
33877,22,Private,43535,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
21489,42,Self-emp-not-inc,165815,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,1
3383,49,Private,225124,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
14422,45,Private,380922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
20259,19,,232060,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,United-States,0
13780,60,Private,123218,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
38630,28,Private,213236,HS-grad,9,Separated,Other-service,Unmarried,White,Male,0,0,40,Dominican-Republic,0
13154,49,Self-emp-inc,131826,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Male,99999,0,50,United-States,1
21372,31,Private,112627,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
42379,60,,56248,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,1485,70,United-States,1
7473,42,Private,150568,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,0
17487,26,Federal-gov,95806,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,0
393,40,Private,175686,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
1067,17,Private,141445,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
43086,26,Private,175789,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0
40667,50,Private,46155,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1
12468,36,Private,659504,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,1
19758,33,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,0
9697,30,Private,209103,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,0
24433,26,Private,245628,11th,7,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,20,United-States,0
12920,20,Private,256796,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
33584,51,Private,240988,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
21387,23,Private,315877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
18150,41,Private,183850,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
4570,22,Private,256504,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
4810,53,Private,79324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
19314,34,Private,242984,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
38582,19,,174871,Some-college,10,Never-married,,Own-child,White,Male,0,0,23,United-States,0
13897,35,Private,340428,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
19678,52,Private,159908,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
39944,37,Self-emp-not-inc,36214,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,1
40243,33,Private,182511,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
27414,59,Private,193568,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
34,62,Self-emp-not-inc,136684,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,0
6848,37,Private,148143,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
6518,28,Private,185127,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
758,36,Private,62346,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
21471,33,Private,160634,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
24376,19,Private,70505,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
29382,49,Local-gov,119904,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,30,United-States,1
40707,49,Private,186172,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,1
36739,34,Private,122612,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688,0,50,Philippines,1
1239,42,Private,251229,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
8545,59,Private,280519,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
38055,57,Private,142080,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,38,United-States,1
22152,39,State-gov,343646,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,Mexico,1
22219,19,Private,231492,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,0
18236,24,Private,307133,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,,0
30458,24,Private,285775,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
34848,56,Local-gov,205759,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
14489,39,Private,110426,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,45,United-States,1
10103,46,Local-gov,197988,1st-4th,2,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,0
24042,26,Private,179772,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
24390,30,Private,391114,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
21344,22,,77873,9th,5,Never-married,,Not-in-family,White,Male,0,0,30,United-States,0
8691,34,Private,204052,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
3347,33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1
36610,35,State-gov,248374,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
26942,48,Self-emp-inc,185041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1
20052,38,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,1
43611,21,Private,305423,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
36569,51,Private,165953,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,45,United-States,0
34246,49,Private,98010,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
34750,24,Private,172496,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,0
12822,58,Local-gov,54947,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
43468,53,Self-emp-inc,202069,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,30,United-States,0
43481,38,Private,197077,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
25600,34,Private,284629,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
33384,34,Self-emp-not-inc,198068,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
6178,24,Private,204226,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
32446,37,State-gov,367237,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40,United-States,1
14787,38,Self-emp-not-inc,182416,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,42,United-States,0
26042,57,Private,121821,1st-4th,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Dominican-Republic,0
9081,31,Private,183801,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,1
34190,18,Self-emp-not-inc,296090,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,48,,0
11598,37,Private,176293,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
17293,19,Private,235732,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,0
20882,31,Private,336543,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,1
2735,34,Local-gov,51543,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,0
40121,59,Private,160271,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
